result,execution_time
2167,0.087913
2167,0.088808
2167,0.091715
2167,0.088266
2167,0.089492
2167,0.088577
2167,0.087563
2167,0.088644
2167,0.087805
2167,0.088675
2167,0.088606
2167,0.089390
2167,0.087702
2167,0.088540
2167,0.087904
2167,0.087971
2167,0.088542
2167,0.087814
2167,0.086440
2167,0.088356
2167,0.088302
2167,0.087538
2167,0.088089
2167,0.089002
2167,0.087408
2167,0.087651
2167,0.088198
2167,0.089082
2167,0.088764
2167,0.088963
2167,0.088644
2167,0.089704
2167,0.087742
2167,0.087752
2167,0.088695
2167,0.088233
2167,0.088140
2167,0.087947
2167,0.087809
2167,0.089164
2167,0.089363
2167,0.087882
2167,0.088476
2167,0.088844
2167,0.088610
2167,0.088317
2167,0.087416
2167,0.087244
2167,0.086980
2167,0.087176
2167,0.089182
2167,0.088557
2167,0.088849
2167,0.088590
2167,0.088174
2167,0.088799
2167,0.088596
2167,0.088211
2167,0.088487
2167,0.088337
2167,0.087787
2167,0.090139
2167,0.088144
2167,0.087530
2167,0.087043
2167,0.088318
2167,0.088098
2167,0.088570
2167,0.089303
2167,0.089169
2167,0.087172
2167,0.088213
2167,0.088375
2167,0.089618
2167,0.088661
2167,0.087371
2167,0.088950
2167,0.087613
2167,0.087902
2167,0.088328
2167,0.088667
2167,0.088252
2167,0.088283
2167,0.087378
2167,0.088187
2167,0.090275
2167,0.088425
2167,0.088828
2167,0.088126
2167,0.088559
