2167,0.089381
2167,0.090209
2167,0.089741
2167,0.089779
2167,0.090605
2167,0.090050
2167,0.089243
2167,0.089330
2167,0.090545
2167,0.090146
2167,0.089001
2167,0.089844
2167,0.089670
2167,0.089706
2167,0.090020
2167,0.089846
2167,0.090470
2167,0.089529
2167,0.089016
2167,0.089962
2167,0.088630
2167,0.089451
2167,0.089879
2167,0.089604
2167,0.090393
2167,0.088744
2167,0.090510
2167,0.089210
2167,0.090025
2167,0.090844
2167,0.091044
2167,0.089529
2167,0.089076
2167,0.090378
2167,0.089655
2167,0.089897
2167,0.090464
2167,0.089542
2167,0.089361
2167,0.089797
2167,0.090801
2167,0.089224
2167,0.089713
2167,0.089090
2167,0.088436
2167,0.089147
2167,0.089915
2167,0.089937
2167,0.089347
2167,0.089757
2167,0.090217
2167,0.087654
2167,0.088726
2167,0.089214
2167,0.088498
2167,0.088094
2167,0.091362
2167,0.090261
2167,0.089611
2167,0.088726
2167,0.090109
2167,0.090058
2167,0.091084
2167,0.089103
2167,0.090292
2167,0.092583
2167,0.088421
2167,0.089682
2167,0.087980
2167,0.090131
2167,0.089030
2167,0.087685
2167,0.088402
2167,0.090010
2167,0.090153
2167,0.089276
2167,0.088426
2167,0.090963
2167,0.089299
2167,0.089827
2167,0.091002
2167,0.089990
2167,0.090050
2167,0.089397
2167,0.089808
2167,0.088861
2167,0.089716
2167,0.090560
2167,0.090260
2167,0.088088
