2167,0.089886
2167,0.089797
2167,0.088509
2167,0.089104
2167,0.090807
2167,0.089777
2167,0.089648
2167,0.089714
2167,0.090307
2167,0.089830
2167,0.089634
2167,0.089373
2167,0.090098
2167,0.089868
2167,0.088360
2167,0.090098
2167,0.090254
2167,0.089243
2167,0.090311
2167,0.089712
2167,0.090224
2167,0.089695
2167,0.089945
2167,0.090226
2167,0.089876
2167,0.089399
2167,0.090152
2167,0.090150
2167,0.089478
2167,0.090877
2167,0.090397
2167,0.089779
2167,0.090292
2167,0.089580
2167,0.090471
2167,0.089775
2167,0.091104
2167,0.090402
2167,0.088716
2167,0.089394
2167,0.090378
2167,0.088636
2167,0.090136
2167,0.088882
2167,0.089688
2167,0.091020
2167,0.088904
2167,0.089974
2167,0.090869
2167,0.089696
2167,0.090232
2167,0.089005
2167,0.090549
2167,0.091028
2167,0.089940
2167,0.090322
2167,0.089104
2167,0.090784
2167,0.089519
2167,0.089808
2167,0.091542
2167,0.089792
2167,0.089302
2167,0.088826
2167,0.088606
2167,0.090212
2167,0.089935
2167,0.089677
2167,0.090020
2167,0.088861
2167,0.089747
2167,0.090634
2167,0.089288
2167,0.090205
2167,0.089741
2167,0.090132
2167,0.090518
2167,0.089358
2167,0.089515
2167,0.089603
2167,0.089393
2167,0.089975
2167,0.090611
2167,0.090380
2167,0.090044
2167,0.089761
2167,0.090023
2167,0.089523
2167,0.090264
2167,0.089750
