2167,0.090783
2167,0.089983
2167,0.089387
2167,0.089889
2167,0.088325
2167,0.089310
2167,0.090335
2167,0.089627
2167,0.091472
2167,0.089950
2167,0.090570
2167,0.090212
2167,0.089435
2167,0.090421
2167,0.089421
2167,0.089059
2167,0.089896
2167,0.089751
2167,0.089935
2167,0.090151
2167,0.090062
2167,0.090233
2167,0.089207
2167,0.090067
2167,0.089319
2167,0.089949
2167,0.090448
2167,0.090096
2167,0.090176
2167,0.089709
2167,0.090647
2167,0.088606
2167,0.089334
2167,0.090040
2167,0.089245
2167,0.090102
2167,0.089938
2167,0.090446
2167,0.088598
2167,0.090516
2167,0.089703
2167,0.091147
2167,0.090469
2167,0.090174
2167,0.090421
2167,0.090562
2167,0.089894
2167,0.090537
2167,0.090102
2167,0.088979
2167,0.090337
2167,0.089623
2167,0.091278
2167,0.090275
2167,0.092332
2167,0.092034
2167,0.089971
2167,0.089527
2167,0.088588
2167,0.089568
2167,0.091252
2167,0.089159
2167,0.089964
2167,0.089996
2167,0.089819
2167,0.088417
2167,0.090045
2167,0.089760
2167,0.089907
2167,0.089589
2167,0.089563
2167,0.088888
2167,0.089800
2167,0.090420
2167,0.090195
2167,0.089518
2167,0.090044
2167,0.090186
2167,0.089900
2167,0.089849
2167,0.089703
2167,0.088501
2167,0.090413
2167,0.089901
2167,0.089617
2167,0.089980
2167,0.088970
2167,0.089705
2167,0.089894
2167,0.089464
2167,0.089771
2167,0.090131
2167,0.089546
2167,0.089387
2167,0.090359
2167,0.090201
2167,0.089827
2167,0.089569
2167,0.089718
2167,0.089708
2167,0.088605
2167,0.089597
2167,0.088259
2167,0.089907
2167,0.089667
2167,0.090892
2167,0.089850
2167,0.089327
2167,0.089852
2167,0.089707
2167,0.089710
2167,0.090315
2167,0.089522
2167,0.089027
2167,0.089921
2167,0.089678
2167,0.090037
2167,0.089261
2167,0.089240
2167,0.090457
2167,0.090028
2167,0.089632
2167,0.089456
2167,0.089873
2167,0.090852
2167,0.090121
2167,0.090099
2167,0.090690
2167,0.089216
2167,0.089834
2167,0.088645
2167,0.089868
2167,0.090003
2167,0.089745
2167,0.090582
2167,0.090292
2167,0.089041
2167,0.089704
2167,0.090271
2167,0.089552
2167,0.089324
2167,0.090407
2167,0.089331
2167,0.090412
2167,0.090072
2167,0.090056
2167,0.089098
2167,0.090520
2167,0.090352
2167,0.089528
